x,y
3.063847478472342,-0.27521598470081704
5.063954372683389,-1.1799696526513477
0.3575877103000736,0.4246268131259392
0.9191516644538961,0.11156940789452663
4.548564691392736,-1.2445793258805136
1.0908773715317563,1.172370591316291
4.5581547988484274,-1.3909664488525715
3.25172468000302,0.24032212439688144
3.186752163586187,0.5146545001351932
5.15676757353087,-1.4478288013672138
1.1707290027820418,1.1004908776688616
1.3007869761373319,-0.31031004363266457
5.458217681443666,0.029150811486902906
5.872620604856804,0.4993920296026771
2.4868472954687606,1.1789001460425752
3.8296179830840686,-1.9341284153606
1.087972254969354,0.09766982738146224
2.809336041790382,0.05630844724206285
5.111903598510076,-1.6725027532497343
1.6365177837397706,0.09926624127139716
1.8697027792216123,0.042032761881038216
3.009961110546309,0.23655455320080288
1.6508564979538531,-0.27858397447935745
4.750282460521855,-0.18631387798854226
2.811659965578131,0.06256302051113094
