x,y
4.6559462690905695,-1.1105664385937832
5.651215948829511,-0.32691032684775084
2.4261060074787135,0.487454181485676
3.4540639897615577,-0.45775765113404043
1.8097418440100104,0.8470900045630452
2.577816076019958,0.8835119344205705
4.831216320130097,-1.0203281053007347
6.09443716288546,0.1272881164683508
1.278404699306758,0.9291212845332734
2.6558572621505574,0.18114476461316664
2.492329367937368,0.5436176117589224
2.001161373703514,0.3843598035151
0.377738070208135,0.39660471886249377
3.1210622864068878,-0.3073270786469857
5.668960761764815,-0.9060579977223083
3.050568332761734,-0.10946234484400244
3.532563348297216,-0.30113475700876313
3.464192762053068,-0.19240967233416653
0.9798159907732121,0.5989916732560221
3.352099787022002,-0.2055769059969324
1.9978028780281607,0.7969921388675751
0.44445009654022266,0.09364669613174281
2.2580603057841815,0.9108934224752196
0.8033370868428931,1.1819374048124889
1.7780338321320874,1.0535923943063745
